line,title,author,cited_num,relate,reverse_relate
Asymmetric C-C Bond Formation between Chiral N-Phosphonyl Imines and Ni(II)-Complex of Glycine Schiff Base Provides a GAP Synthesis of -syn-Diamino Acid Derivatives,"Asymmetric C–C Bond Formation between Chiral N‐Phosphonyl Imines and a Nickel (II)‐Complexed Glycine Schiff Base Provides Efficient Synthesis of α, β‐syn …",,9,63.64%,71.43%
"N,N-Diisopropyl-N-phosphonyl Imines Lead to Efficient Asymmetric Synthesis of Aziridine-2-Carboxylic Esters","N, N-Diisopropyl-N-phosphonyl imines lead to efficient asymmetric synthesis of aziridine-2-carboxylic esters",PV Kattamuri,7,20.00%,18.18%
Highly Selective Domino Multi-Cyclizations for Forming Polycyclic Fused Acridines and Azaheterocyclic Skeletons,Highly selective domino multicyclizations for forming polycyclic fused acridines and azaheterocyclic skeletons,,49,25.00%,25.00%
An Approach to Vicinal t-Boc-Amino Dibromides via Catalytic Aminobromination of Nitrostyrenes without using Chromatography and Recrystallization,Approach to Vicinal t-Boc-amino Dibromides via Catalytic Aminobromination of Nitrostyrenes without Using Chromatography and Recrystallization,PV Kattamuri,8,81.25%,86.67%
Construction of Chiral Quaternary Carbon Center via aza-Morita- Baylis-Hillman Reaction: an Enantioselective Approach to 3-Substituted 3-Aminooxindole Derivatives,Asymmetric catalytic aza-Morita–Baylis–Hillman reaction for the synthesis of 3-substituted-3-aminooxindoles with chiral quaternary carbon centers,,76,5.88%,7.14%
"Asymmetric synthesis of novel N-(1-phenyl-2,3-dihydroxypropyl) arachidonylamides and evaluation of their anti-inflammatory activity","Asymmetric synthesis of novel N-(1-phenyl-2, 3-dihydroxypropyl) arachidonylamides and evaluation of their anti-inflammatory activity",PV Kattamuri,0,91.67%,84.62%
"Three-Component Domino Reactions for Selective Formation of Indeno[1,2-b]indoles with Diversity of Substituted Patterns","Three-component domino reactions for selective formation of indeno [1, 2-b] indole derivatives",,43,15.38%,25.00%
Allylic Amination and N-Arylation-Based Domino Reactions Providing Rapid Three-Component Strategies to Fused Pyrroles with Different Substituted Patterns,Allylic amination and N-arylation-based domino reactions providing rapid three-component strategies to fused pyrroles with different substituted patterns,,45,23.53%,23.53%
Highly Stereoselective Synthesis of anti-Tetrahydropyrimidine Derivatives under Microwave Heating,HIGHLY STEREOSELECTIVE SYNTHESIS OF ANTI-TETRAHYDROPYRIMIDINE DERIVATIVES UNDER MICROWAVE HEATING (Dedicated to Professor …,,1,0.00%,0.00%
Aminochlorination Reaction with N-Chlorophthaliminde as a New Nitrogen/Chlorine Source Resulting in Amino Derivatives,Aminochlorination reaction with N-chlorophthalimide as a new nitrogen/chlorine source resulting in α-amino derivatives,J Han,10,38.46%,38.46%
Highly Regioselective Aminobromination of Unsaturated Nitro Compounds with Benzyl Carbamate/N-Bromosuccinimide as Nitrogen/Bromine Source,"Highly regioselective aminobromination of α, β-unsaturated nitro compounds with benzyl carbamate/N-bromosuccinimide as nitrogen/bromine source",J Han,7,30.77%,28.57%
"One-pot Multicomponent Strategy for Stereospecific Construction of Tricyclic Pyrrolo[1,2-a]quinolines","A one-pot multicomponent strategy for stereospecific construction of tricyclic pyrrolo [1, 2-a] quinolines",TJ Li,0,22.22%,15.38%
"Domino Constructions of Pentcyclic Indeno[2,1-c]quinolines and Pyrano[4,3-b]oxepines via [4+1]/[3+2+1]/[5+1] and [4+3] Multiple Cycloadditions","Domino Constructions of Pentacyclic Indeno [2, 1‐c] quinolines and Pyrano [4, 3‐b] oxepines by [4+ 1]/[3+ 2+ 1]/[5+ 1] and [4+ 3] Multiple Cyclizations",,54,46.15%,25.00%
Na3PO4-catalyzed aminochlorination reaction of beta-nitrostyrenes in water,Na 3 PO 4-catalyzed aminochlorination reaction of β-nitrostyrenes in water,J Han,6,71.43%,50.00%
Rh(I)-catalyzed Pauson-Khand-type cycloaddition reaction of ene-vinylidenecyclopropanes with carbon monoxide (CO),Rh (I)-catalyzed Pauson-Khand-type cycloaddition reaction of ene-vinylidenecyclopropanes with carbon monoxide (CO),,12,90.00%,81.82%
"Microwave-Assisted Multicomponent Reaction in Water: Highly Stereoselective Synthesis of Pyrimidine-spiro Isoxazolo[5,4-b]pyridine Derivatives",MICROWAVE-ASSISTED MULTICOMPONENT REACTION IN WATER: HIGHLY STEREOSELECTIVE SYNTHESIS OF PYRIMIDINESPIROISOXAZOLO [5 …,,6,0.00%,0.00%
A Multi-component Domino Reaction for the Direct Access to Polyfunctionalized indoles via Intermolecular Allylic sp3-C-H Esterification and Indolation,A multi-component domino reaction for the direct access to polyfunctionalized indolesvia intermolecular allylic esterification and indolation,,61,27.78%,31.25%
Asymmetric Catalytic Mannich-type Reaction of Hydrazones with Difluoroenoxysilanes by using Imidazoline-anchored phosphine Ligand-Zinc(II) Complexes,Asymmetric catalytic Mannich-type reaction of hydrazones with difluoroenoxysilanes using imidazoline-anchored phosphine ligand–zinc (II) complexes,PV Kattamuri,31,42.86%,42.86%
"Efficient Domino Approaches to Multi-functionalized Fused Indoles and Dibenzo[b,e][1,4] diazepin-1-ones","Efficient domino approaches to multifunctionalized fused pyrroles and dibenzo [b, e][1, 4] diazepin-1-ones",,55,40.00%,30.77%
"Aluminum, (1E)-1-hexenylbis(2-methylpropyl) Padmanabha V. Kattamuri","Aluminum,(1E)‐1‐hexenylbis (2‐methylpropyl)",PV Kattamuri G Li,0,0.00%,0.00%
(1E)-1-hexenylbis(2-methylpropyl)aluminum,"Aluminum,(1E)‐1‐hexenylbis (2‐methylpropyl)",PV Kattamuri G Li,0,0.00%,0.00%
"Dimethyl(2-phenylethynyl)aluminum, Padmanabha V. Kattamuri","Aluminum, Dimethyl (2‐phenylethynyl)[Dimethyl Aluminum Phenyl Acetylide]",PV Kattamuri G Li,0,0.00%,0.00%
"KOH-catalyzed highly efficient aminohalogenation of beta-nitrostyrenes with t-butyl N,N-dichlorocarbamate as nitrogen/halogen source","KOH-catalyzed highly efficient aminohalogenation of β-nitrostyrenes with t-butyl N, N-dichlorocarbamate as nitrogen/halogen source",J Han,11,83.33%,76.92%
The GAP chemistry for chiral N-phosphonyl imine-based Strecker reaction,The GAP chemistry for chiral N-phosphonyl imine-based Strecker reaction,P Kaur W Wever,28,100.00%,100.00%
Microwave-assisted multicomponent reaction in water leading to highly regioselective formation of benzo[f]azulen-1-ones,Microwave-assisted multi-component reaction in water leading to highly regioselective formation of benzo [f] azulen-1-ones,C Cheng,35,83.33%,71.43%
"[4+2+1] Domino cyclization in water for chemo- and regioselective synthesis of spiro-substituted benzo[b]furo[3,4-e][1,4]diazepine derivatives","[4+ 2+ 1] Domino cyclization in water for chemo-and regioselective synthesis of spiro-substituted benzo [b] furo [3, 4-e][1, 4] diazepine derivatives",C Cheng,48,71.43%,47.62%
Total synthesis and bioactivity of the marine alkaloid pityriacitrin and someof its derivatives,Total synthesis and bioactivity of the marine alkaloid pityriacitrin and some of its derivatives,,12,100.00%,85.71%
New multicomponent cyclization: domino synthesis of pentasubstituted pyridines under solvent-free condition,New multicomponent cyclization: domino synthesis of pentasubstituted pyridines under solvent-free conditions,,37,90.91%,90.91%
Catalytic Asymmetric Addition of Arylboronic Acids to Isatins using C2-Symmetric Cationic N-Heterocyclic Carbenes (NHCs) Pd2+ Diaqua Complexes as Catalysts,Catalytic Asymmetric Addition of Arylboronic Acids to Isatins using C 2-Symmetric Cationic N-Heterocyclic Carbenes (NHCs) Pd2+ Diaqua Complexes as Catalysts,,65,94.74%,90.00%
"A new rapid multicomponent domino reaction for the formation of functionalized benzo[h]pyrazolo[3,4-b]quinolines","A new rapid multicomponent domino reaction for the formation of functionalized benzo [h] pyrazolo [3, 4-b] quinolines",,40,91.67%,64.71%
"Asymmetric Synthesis of α-Amino 1,3-Dithianes via Chiral N-Phosphonyl Imine-based Umpolung Reaction without using Chromatography and Recrystallization","Asymmetric Synthesis of α-Amino-1, 3-dithianes via Chiral N-Phosphonyl Imine-Based Umpolung Reaction Without Using Chromatography and Recrystallization",PV Kattamuri,28,68.75%,68.75%
Functionalization of graphene sheets through fullerene attachment,Functionalization of graphene sheets through fullerene attachment,Y Zhang S Wang,75,100.00%,100.00%
N-Phosphinyl imine chemistry (I): design and synthesis of novel N-phosphinyl imines and their application to asymmetric aza-Henry reaction.,N‐Phosphinyl Imine Chemistry (I): Design and Synthesis of Novel N‐Phosphinyl Imines and their Application to Asymmetric aza‐Henry Reaction,P Kaur G Shakya,30,33.33%,33.33%
The combination of TsNBr2/TsNH2 as the nitrogen/halo source for the aminobromination of β-methyl-β-nitrostyrenes catalyzed by Mn(OAc)2.,The combination of TsNBr 2/TsNH 2 as the nitrogen/halo source for the aminobromination of β-methyl-β-nitrostyrenes catalyzed by Mn (OAc) 2,,15,87.50%,70.00%
"One-Pot Highly Stereoselective Synthesis of Cyano Aziridines via the CuCl-Catalyzed Aminochlorination of ,-Unsaturated Nitriles and Intramolecular SN2 Substitution.","One‐Pot Highly Stereoselective Synthesis of Cyano Aziridines via the CuCl‐Catalyzed Aminochlorination of α, β‐Unsaturated Nitriles and Intramolecular SN2 …",J Han,9,72.22%,72.22%
The combination of benzamides/NCS as nitrogen/halogen sources for aminohalogenation of beta-nitrostyrenes resulting in dichlorinated haloamides more options,The combination of benzamides/NCS as nitrogen/halogen sources for aminohalogenation of β-nitrostyrenes resulting in dichlorinated haloamides,GQ Zhang JL Han,10,82.35%,93.33%
Asymmetric Hydrophosphylation of Chiral N-Phosphonyl Imines Provides an Efficient Approach to Chiral -Amino Phosphonates.,Asymmetric Hydrophosphylation of Chiral N‐Phosphonyl Imines Provides an Efficient Approach to Chiral α‐Amino Phosphonates,P Kaur W Wever T Rajale,11,78.57%,78.57%
Human transcriptome analysis reveals a potential role for active transport in the metabolism of Pseudomonas aeruginosa autoinducers.,Human transcriptome analysis reveals a potential role for active transport in the metabolism of Pseudomonas aeruginosa autoinducers,,15,94.12%,94.12%
Copper-catalyzed aminobromination/elimination process: an efficient access to -   unsaturated vicinal haloamino ketones and esters,"Copper-catalyzed aminobromination/elimination process: an efficient access to α, β-unsaturated vicinal haloamino ketones and esters",G Zhang J Han,14,75.00%,85.71%
Multicomponent Domino Reactions (MDRs) for the Synthesis of Heterocycles,Multicomponent reactions for the synthesis of heterocycles,T Rajale W Wever,253,44.44%,57.14%
"Chiral N-phosphoryl imines: design, synthesis and direct asymmetric addition reactions with diketones and diesters","Chiral N-phosphoryl imines: design, synthesis and direct asymmetric addition reactions with diketones and diesters",T Rajale,15,100.00%,100.00%
"Designer of New Strecker Reagents, Their Derivatives and Strecker Reaction Systems",The advent and development of organocatalysis,,1397,18.18%,33.33%
Organocatalyzed regio- and stereoselective diamination of functionalized alkenes.,Organocatalyzed regio-and stereoselective diamination of functionalized alkenes,J Han,10,62.50%,71.43%
Asymmetric Catalytic N-Phosphonyl Imine Chemistry: the Use of Primary Free Amino Acids and Et2AlCl for Asymmetric Catalytic Strecker Reaction,Asymmetric catalytic N-phosphonyl imine chemistry: The use of primary free amino acids and Et2AlCN for asymmetric catalytic Strecker reaction,P Kaur W Wever T Rajale,54,26.32%,31.58%
Asymmetric Catalytic Strecker Reaction of N-Phosphonyl Imines with Et2AlCN Using Amino Alcohols and BINOLs as Catalysts.,Asymmetric catalytic Strecker reaction of N-phosphonyl imines with Et2AlCN using amino alcohols and BINOLs as catalysts,P Kaur W Wever T Rajale,60,50.00%,50.00%
"Four-component Domino Reaction Providing an easy Access to Multifunctionalized Tricyclo[6.2.2.01,6]dodecanes","Four-component domino reaction providing an easy access to multifunctionalized tricyclo [6.2. 2.01, 6] dodecane derivatives",P Kaur,68,40.00%,26.67%
Au/Ag-Catalyzed Intramolecular Ring Opening of Vinylidenecyclopropanes (VDCPs): an easy Access to Functional Tetrahydropyrans.,Au/Ag-catalyzed intramolecular ring-opening of vinylidene-cyclopropanes (VDCPs): an easy access to functional tetrahydropyrans,,20,38.46%,41.67%
Catalyst-free aminobromination of alkenes with N-methyl-p-toluenesulfonamide as nitrogen source.,Catalyst-free aminobromination of alkenes with N-methyl-p-toluenesulfonamide as nitrogen resource,G Zhang,15,88.89%,88.89%
Chiral N-phosphonylimine chemistry: A convenient asymmetric method for the synthesis of N-phosphonyl substituted chiral propargylamines.,Asymmetric catalytic N-phosphonyl imine chemistry: The use of primary free amino acids and Et2AlCN for asymmetric catalytic Strecker reaction,P Kaur W Wever T Rajale,54,33.33%,26.32%
New Catalytic System for Aminohalogenation of -Methyl--nitrostyrenes to Give Opposite Regiochemistry.,New catalytic system for aminohalogenation of β-methyl-β-nitrostyrenes to give opposite regiochemistry,G Zhang,14,36.36%,36.36%
