line,title,author,cited_num,relate,reverse_relate
Side Arm Approach in Ligand Design and Pseudo-C3-symmetry in Asymmetric Catalysis,"Metal-Directed Formation of Molecular Helix, Cage, and Grid Using an Asymmetric Pyridine-Pyrazole Based Bis-Chelating Ligand and Properties",S Bala S Sengupta S Ganguly,12,36.36%,17.65%
An Unexpected Catalyst for Wittig-type Reaction and Dehalogenation,Unexpected catalyst for Wittig-type and dehalogenation reactions,,78,50.00%,57.14%
Telluronium Ylides in Cyclopropanation and Catalytic Olefination,Telluronium ylides in cyclopropanation and catalytic olefination,,8,42.86%,42.86%
Wittig-Type Olefination Catalyzed by PEG-telluride,Wittig-type olefination catalyzed by PEG-telluride,,75,40.00%,40.00%
A novel Chiral Sulfonium Ylide: Highly Enantioselective Synthesis of Vinylcyclopropanes,A novel chiral sulfonium yilde: Highly enantioselective synthesis of vinylcyclopropanes,,119,40.00%,40.00%
A practical catalytic Wittig-type reaction,A practical catalytic Wittig-type reaction,,30,100.00%,100.00%
"Switching of stereoselectivity: dramatic effects of HMPA on the stereoselectiviy of cyclopropanation reaction of silylated tellronium allylide with a,b-Unsaturated Esters and Amides","[CITATION][C] Switching of Stereoselectivity: Dramatic Effects of HMPA on the Stereoselectiviy of Cyclopropanation Reaction of Silylated Tellronium Allylide with R, β …",,0,38.10%,38.10%
Physical Sciences Symposia - Magnetic Materials and Super-conducting Materials,Combinatorial materials science: what's new since Edison?,EJ Amis JC Zhao,102,0.00%,0.00%
Phase development in titanium by mechanical alloying under hydrogen atmosphere,Phase development in titanium by mechanical alloying under hydrogen atmosphere,,16,100.00%,100.00%
A rule conflict resolution method based on Vague set.,A rule conflict resolution method based on Vague set,,2,88.89%,88.89%
Research on Trustworthiness Evaluation Method of Software Resources Based on Fuzzy Sets.,Research on Trustworthiness Evaluation Method of Software Resources Based on Fuzzy Sets.,Q Wang,2,100.00%,100.00%
On the Diversity Behavior for Fixed-Gain Amplify-and-Forward Relaying Over Frequency-Selective Channels Based on Linearly Precoded OFDM.,On the diversity behavior for fixed-gain amplify-and-forward relaying over frequency-selective channels based on linearly precoded OFDM,F Shu,3,25.00%,25.00%
Relay Selection Schemes for Precoded Cooperative OFDM and Their Achievable Diversity Orders.,Relay selection schemes for precoded cooperative OFDM and their achievable diversity orders,F Shu,9,33.33%,33.33%
ML integer frequency offset estimation for OFDM systems with null subcarriers: Estimation range and pilot design.,ML integer frequency offset estimation for OFDM systems with null subcarriers: Estimation range and pilot design,F Shu S Berber DM Wang,10,93.75%,93.75%
Research and implementation of SoftMan's communication language.,Research and implementation of SoftMan's communication language,,2,85.71%,85.71%
Multiple Delivery Modes and Forecast Updates,Peeling layers of an onion: Inventory model with multiple delivery modes and forecast updates,SP Sethi H Zhang,92,16.67%,7.14%
Countable-state-space Markov chains with two time scales and applications to queueing systems,Countable-state-space Markov chains with two time scales and applications to queueing systems,H Zhang,7,100.00%,100.00%
Asymptotic optimality of hierarchical controls in stochastic manufacturing systems,Asymptotic optimality of hierarchical controls in stochastic manufacturing systems: A review,S Sethi,11,88.89%,72.73%
On the speed of convergences of rare events to the exponential distributions,"The cross-entropy method: a unified approach to combinatorial optimization, Monte-Carlo simulation, and machine learning",,1293,8.33%,7.14%
Average cost optimality for an unreliable two-machine flowshop with limited buffers,Average cost optimality for an unreliable two-machine flowshop with limited internal buffer,EL Presman SP Sethi H Zhang A Bisi,12,90.91%,83.33%
Diffusion approximations for some multiclass queueing networks with FIFO service disciplines,Diffusion approximations for some multiclass queueing networks with FIFO service disciplines,H Zhang,34,100.00%,100.00%
A sufficient condition and a necessary condition for the diffusion approximations of multiclass queueing networks under priority service disciplines,A sufficient condition and a necessary condition for the diffusion approximations of multiclass queueing networks under priority service disciplines,H Zhang,19,100.00%,100.00%
Stability of multiclass queueing networks under priority service disciplines,Stability of multiclass queueing networks under priority service disciplines,H Zhang,61,100.00%,100.00%
Single-frequency high-energy Yb-doped pulsed all-fiber laser,Single-frequency high-energy Yb-doped pulsed all-fiber laser,,14,100.00%,100.00%
Efficient all-solid-state mid-infrared optical parametric oscillator based on resonantly pumped 1.645 μm Er:YAG laser.,Efficient all-solid-state mid-infrared optical parametric oscillator based on resonantly pumped 1.645 μm Er: YAG laser,L Zhu,22,85.71%,80.00%
Single-frequency pulsed laser source with hybrid MOPA configuration.,Single-frequency pulsed laser source with hybrid MOPA configuration,,7,87.50%,87.50%
Spectroscopic characterization and diode-pumped 910 nm laser of Nd:LiLuF4 crystal,Spectroscopic characterization and diode-pumped 910 nm laser of Nd: LiLuF 4 crystal,,4,90.00%,75.00%
Tm:YLF laser-pumped periodically poled MgO-doped congruent LiNbO3 crystal optical parametric oscillators.,Tm: YLF laser-pumped periodically poled MgO-doped congruent LiNbO 3 crystal optical parametric oscillators,,11,72.73%,61.54%
"Crystal growth, spectroscopic characterization and laser operation of Tm3+ and Ho3+ codoped LiLuF4 crystal","Crystal growth, spectroscopic characterization and laser operation of Tm 3+ and Ho 3+ codoped LiLuF 4 crystal",,5,78.57%,64.71%
Development of all-solid coherent Doppler wind lidar,Development of all-solid coherent Doppler wind lidar,,28,100.00%,100.00%
Efficient 1645 nm continuous-wave and Q-switched Er:YAG laser pumped by 1532 nm narrow-band laser diode.,Efficient 1645 nm continuous-wave and Q‑switched Er: YAG laser pumped by 1532 nm narrow-band laser diode,L Zhu,25,80.00%,75.00%
Equivalent optical model for lenslike gain medium in continuously single-end-pumped solid-state laser.,Equivalent optical model for lenslike gain medium in continuously single-end-pumped solid-state laser,L Zhu,1,91.67%,91.67%
"Diode-side-pumped AO Q-switched Tm,Ho:LuLF laser","Diode-side-pumped AO Q-switched Tm, Ho: LuLF laser",,11,80.00%,57.14%
"Eye-safe, single-frequency pulsed all-fiber laser for Doppler wind lidar","Eye-safe, single-frequency pulsed all-fiber laser for Doppler wind lidar",,43,100.00%,100.00%
Experimental study on minimum resolvable velocity for heterodyne laser Doppler vibrometry,Experimental study on minimum resolvable velocity for heterodyne laser Doppler vibrometry,,16,100.00%,100.00%
Conductively cooled 1-kHz single-frequency Nd:YAG laser for remote sensing,Conductively cooled 1-kHz single-frequency Nd: YAG laser for remote sensing,,29,88.89%,80.00%
Efficient 1645 nm Er:YAG laser pumped by 1532nm diode laser with narrow band,Efficient 1645 nm Er: YAG laser pumped by 1532nm diode laser with narrow band,L Zhu J Zhou,0,92.31%,85.71%
International Symposium on Photoelectronic Detection and Imaging 2011: Laser Sensing and Imaging; and Biological and Medical Applications of Photonics Sensing and Imaging,[CITATION][C] Lidar systems for precision navigation and safe landing on planetary bodies,,42,9.09%,50.00%
High repetition rate Tm:Ho:LuLiF master-oscillator and Tm-doped fiber power-amplifier system,High repetition rate Tm: Ho: LuLiF master-oscillator and Tm-doped fiber power-amplifier system,,6,90.00%,75.00%
"Crystal growth, spectroscopic characterization, and continuous wave laser operation of Nd3+-doped LiLuF4 crystal","Crystal growth, spectroscopic characterization, and continuous wave laser operation of Nd3+-doped LiLuF4 crystal",,11,100.00%,100.00%
An incoherent Doppler lidar for ground-based atmospheric wind profiling,An incoherent Doppler lidar for ground-based atmospheric wind profiling,,66,100.00%,100.00%
Side Arm Approach in Ligand Design and Pseudo-C3-symmetry in Asymmetric Catalysis,"Metal-Directed Formation of Molecular Helix, Cage, and Grid Using an Asymmetric Pyridine-Pyrazole Based Bis-Chelating Ligand and Properties",S Bala S Sengupta S Ganguly,12,36.36%,17.65%
An Unexpected Catalyst for Wittig-type Reaction and Dehalogenation,Unexpected catalyst for Wittig-type and dehalogenation reactions,,78,50.00%,57.14%
Telluronium Ylides in Cyclopropanation and Catalytic Olefination,Telluronium ylides in cyclopropanation and catalytic olefination,,8,42.86%,42.86%
Wittig-Type Olefination Catalyzed by PEG-telluride,Wittig-type olefination catalyzed by PEG-telluride,,75,40.00%,40.00%
A novel Chiral Sulfonium Ylide: Highly Enantioselective Synthesis of Vinylcyclopropanes,A novel chiral sulfonium yilde: Highly enantioselective synthesis of vinylcyclopropanes,,119,40.00%,40.00%
A practical catalytic Wittig-type reaction,A practical catalytic Wittig-type reaction,,30,100.00%,100.00%
"Switching of stereoselectivity: dramatic effects of HMPA on the stereoselectiviy of cyclopropanation reaction of silylated tellronium allylide with a,b-Unsaturated Esters and Amides","[CITATION][C] Switching of Stereoselectivity: Dramatic Effects of HMPA on the Stereoselectiviy of Cyclopropanation Reaction of Silylated Tellronium Allylide with R, β …",,0,38.10%,38.10%
Physical Sciences Symposia - Magnetic Materials and Super-conducting Materials,Combinatorial materials science: what's new since Edison?,EJ Amis JC Zhao,102,0.00%,0.00%
Phase development in titanium by mechanical alloying under hydrogen atmosphere,Phase development in titanium by mechanical alloying under hydrogen atmosphere,,16,100.00%,100.00%
A rule conflict resolution method based on Vague set.,A rule conflict resolution method based on Vague set,,2,88.89%,88.89%
Research on Trustworthiness Evaluation Method of Software Resources Based on Fuzzy Sets.,Research on Trustworthiness Evaluation Method of Software Resources Based on Fuzzy Sets.,Q Wang,2,100.00%,100.00%
On the Diversity Behavior for Fixed-Gain Amplify-and-Forward Relaying Over Frequency-Selective Channels Based on Linearly Precoded OFDM.,On the diversity behavior for fixed-gain amplify-and-forward relaying over frequency-selective channels based on linearly precoded OFDM,F Shu,3,25.00%,25.00%
Relay Selection Schemes for Precoded Cooperative OFDM and Their Achievable Diversity Orders.,Relay selection schemes for precoded cooperative OFDM and their achievable diversity orders,F Shu,9,33.33%,33.33%
ML integer frequency offset estimation for OFDM systems with null subcarriers: Estimation range and pilot design.,ML integer frequency offset estimation for OFDM systems with null subcarriers: Estimation range and pilot design,F Shu S Berber DM Wang,10,93.75%,93.75%
Research and implementation of SoftMan's communication language.,Research and implementation of SoftMan's communication language,,2,85.71%,85.71%
Multiple Delivery Modes and Forecast Updates,Peeling layers of an onion: Inventory model with multiple delivery modes and forecast updates,SP Sethi H Zhang,92,16.67%,7.14%
Countable-state-space Markov chains with two time scales and applications to queueing systems,Countable-state-space Markov chains with two time scales and applications to queueing systems,H Zhang,7,100.00%,100.00%
Asymptotic optimality of hierarchical controls in stochastic manufacturing systems,Asymptotic optimality of hierarchical controls in stochastic manufacturing systems: A review,S Sethi,11,88.89%,72.73%
