line,title,author,cited_num,relate,reverse_relate
Nuclear large subunit rDNA group I intron distribution in a population of Beauveria bassiana strains: phylogenetic implications,Nuclear large subunit rDNA group I intron distribution in a population of Beauveria bassiana strains: phylogenetic implications,C Wang TM Butt,44,100.00%,100.00%
Concurrence of losing a chromosome and the ability to produce destruxins in a mutant of Metarhizium anisopliae,Concurrence of losing a chromosome and the ability to produce destruxins in a mutant of Metarhizium anisopliae,C Wang TM Butt,62,100.00%,100.00%
Detection and characterisation of pr1 gene deficiencies in the insect pathogenic fungus Metarhizium anisopliae,Detection and characterisation of pr1 virulent gene deficiencies in the insect pathogenic fungus Metarhizium anisopliae,C Wang TM Butt,83,100.00%,93.33%
Interdecadal modulation of the influence of La Nina events on mei-yu rainfall over the Yangtze River Valley,Interdecadal modulation of the influence of La Niña events on mei-yu rainfall over the Yangtze River Valley,X Wang,34,94.12%,94.12%
El Nino Modoki and the summer precipitation variability over South Korea: A diagnostic study,El Nino Modoki and the summer precipitation variability over South Korea: a diagnostic study,JS Kim X Wang S Jain,14,92.86%,92.86%
Effects of the East Asian summer monsoon on tropical cyclones genesis over the South China Sea on an interdecadal timescales,Effects of the East Asian summer monsoon on tropical cyclone genesis over the South China Sea on an interdecadal time scale,X Wang,24,90.00%,85.71%
Classifying El Nino Modoki I and II by Different Impacts on Rainfall in Southern China and Typhoon Tracks,Classifying El Niño Modoki I and II by different impacts on rainfall in southern China and typhoon tracks,C Wang X Wang,81,61.11%,61.11%
The impacts of the summer Asian Jet Stream biases on surface air temperature in mid-eastern China in IPCC AR4 Models,The impacts of the summer Asian Jet Stream biases on surface air temperature in mid‐eastern China in IPCC AR4 models,X Wang,10,90.00%,90.00%
Summer high temperature extremes in Southeast China associated with the East Asian jet stream and circumglobal teleconnection,Summer high temperature extremes in Southeast China associated with the East Asian jet stream and circumglobal teleconnection,W Wang X Wang,20,100.00%,100.00%
Remote Influence of North Atlantic SST on the Equatorial Westerly Wind Anomalies in the Western Pacific for Initiating an El Nino Event: An Atmospheri,Remote influence of North Atlantic SST on the equatorial westerly wind anomalies in the western Pacific for initiating an El Nino event: an Atmospheric …,X Wang C Wang L Liu,9,62.50%,58.33%
General Circulation Model Study,A general circulation model study of January climate anomaly patterns associated with interannual variation of equatorial Pacific sea surface temperatures,,288,0.00%,0.00%
Insecticidal evaluation of Beauveria bassiana engineered to express a scorpion neurotoxin and a cuticle degrading protease,Insecticidal evaluation of Beauveria bassiana engineered to express a scorpion neurotoxin and a cuticle degrading protease,M Pava-Ripoll C Wang,67,100.00%,100.00%
"Associated links among mtDNA glycation, oxidative stress and colony sectorization in Metarhizium anisopliae","Associated links among mtDNA glycation, oxidative stress and colony sectorization in Metarhizium anisopliae",L Li RJS Leger C Wang,26,100.00%,100.00%
The MOS1 osmosensor of Metarhizium anisopliae is required for adaptation to insect host hemolymph,MOS1 osmosensor of Metarhizium anisopliae is required for adaptation to insect host hemolymph,C Wang RJS Leger,76,92.86%,100.00%
"Increased pathogenicity against coffee berry borer, Hypothenemus hampei (Coleoptera: Curculionidae) by Metarhizium anisopliae expressing the scorpion toxin (AaIT) gene","Increased pathogenicity against coffee berry borer, Hypothenemus hampei (Coleoptera: Curculionidae) by Metarhizium anisopliae expressing the scorpion toxin (AaIT …",M Pava-Ripoll FJ Posada B Momen C Wang,70,89.47%,94.44%
Differentially expressed genes in resistant and susceptible Bombyx mori strains infected with a densonucleosis virus,Differentially expressed genes in resistant and susceptible Bombyx mori strains infected with a densonucleosis virus,CS Wang,32,100.00%,100.00%
A scorpion neurotoxin increases the potency of a fungal insecticide,A scorpion neurotoxin increases the potency of a fungal insecticide,C Wang RJ St Leger,163,100.00%,100.00%
"The Metarhizium anisopliae perilipin homolog MPL1 regulates lipid metabolism, appressorial turgor pressure and virulence","The Metarhizium anisopliae perilipin homolog MPL1 regulates lipid metabolism, appressorial turgor pressure, and virulence",C Wang RJS Leger,133,92.86%,92.86%
"The MAD1 adhesin of Metarhizium anisopliae links adhesion with blastospore production and virulence to insects, and the MAD2 adhesin enables attachment to plants","The MAD1 adhesin of Metarhizium anisopliae links adhesion with blastospore production and virulence to insects, and the MAD2 adhesin enables attachment to …",C Wang RJ St Leger,196,91.30%,100.00%
Dual Detection of Fungal Infections in Drosophila via Recognition of Glucans and Sensing of Virulence Factors,Dual detection of fungal infections in Drosophila via recognition of glucans and sensing of virulence factors,,300,50.00%,50.00%
A collagenous protective coat enables Metarhizium anisopliae to evade insect immune responses,A collagenous protective coat enables Metarhizium anisopliae to evade insect immune responses,C Wang RJS Leger,184,100.00%,100.00%
Phylogenetic and exon-intron structure analysis of fungal subtilisins: support for a mixed model of intron evolution,Phylogenetic and Exon–Intron Structure Analysis of Fungal Subtilisins: Support for a Mixed Model of Intron Evolution,C Wang TM Butt,5,37.50%,37.50%
Differential gene expression by Metarhizium anisopliae growing in root exudate and host (Manduca sexta) cuticle or hemolymph reveals mechanisms of physiological adaptation,Differential gene expression by Metarhizium anisopliae growing in root exudate and host (Manduca sexta) cuticle or hemolymph reveals mechanisms of physiological …,C Wang RJS Leger,148,90.91%,95.24%
Developmental and transcriptional responses to host and non host cuticles by the specific locust pathogen Metarhizium anisopliae var,Developmental and transcriptional responses to host and nonhost cuticles by the specific locust pathogen Metarhizium anisopliae var. acridum,C Wang RJS Leger,136,83.33%,88.89%
olony sectorization of Metarhizium anisopliae is a sign of ageing,Colony sectorization of Metarhizium anisopliae is a sign of ageing,C Wang TM Butt RJ St Leger,63,90.00%,90.00%
Nutrition influences growth and virulence of the insect-pathogenic fungus Metarhizium anisopliae,Nutrition influences growth and virulence of the insect-pathogenic fungus Metarhizium anisopliae,CS Wang TM Butt,158,100.00%,100.00%
Molecular monitoring and evaluation of the application of the insect-pathogenic fungus Beauveria bassiana in southeast China,Molecular monitoring and evaluation of the application of the insect‐pathogenic fungus Beauveria bassiana in southeast China,C Wang TM Butt,58,93.75%,93.75%
Investigation on the destruxin production of the entomopathogenic fungus Metarhizium anisopliae.,Investigations on the destruxin production of the entomopathogenic fungus Metarhizium anisopliae,C Wang TM Butt,86,81.82%,81.82%
Mass spectrometric studies on the intrinsic stability of destruxin E from Metarhizium anisopliae,Mass spectrometric studies on the intrinsic stability of destruxin E from Metarhizium anisopliae,C Wang,11,100.00%,100.00%
"Molecular investigation on genetic relatedness and population structure of the entomopathogenic fungus, Beauveria bassiana",Molecular investigation on strain genetic relatedness and population structure of Beauveria bassiana,C Wang,66,78.57%,91.67%
Nuclear large subunit rDNA group I intron distribution in a population of Beauveria bassiana strains: phylogenetic implications,Nuclear large subunit rDNA group I intron distribution in a population of Beauveria bassiana strains: phylogenetic implications,C Wang TM Butt,44,100.00%,100.00%
Concurrence of losing a chromosome and the ability to produce destruxins in a mutant of Metarhizium anisopliae,Concurrence of losing a chromosome and the ability to produce destruxins in a mutant of Metarhizium anisopliae,C Wang TM Butt,62,100.00%,100.00%
Detection and characterisation of pr1 gene deficiencies in the insect pathogenic fungus Metarhizium anisopliae,Detection and characterisation of pr1 virulent gene deficiencies in the insect pathogenic fungus Metarhizium anisopliae,C Wang TM Butt,83,100.00%,93.33%
"Molecular studies of co-formulated strains of the entomopathogenic fungus, Beauveria bassiana","Molecular studies of co-formulated strains of the entomopathogenic fungus, Beauveria bassiana",CS Wang TM Butt,40,100.00%,100.00%
Glce regulates PC12 cell neuritogenesis induced by nerve growth factor through activating Smad/Id3 signaling,GLCE regulates PC12 cell neuritogenesis induced by nerve growth factor through activating SMAD/ID3 signalling,,3,78.57%,78.57%
MicroRNA-885-3p inhibits the growth of HT-29 colon cancer cell xenografts by disrupting angiogenesis via targeting BMPR1A and blocking BMP/Smad/Id1 signaling,MicroRNA-885-3p inhibits the growth of HT-29 colon cancer cell xenografts by disrupting angiogenesis via targeting BMPR1A and blocking BMP/Smad/Id1 signaling,H Qiu J Li,17,100.00%,100.00%
Oligosaccharide G19 inhibits U-87 MG human glioma cells growth in vitro and in vivo by targeting epidermal growth factor (EGF) and activating p53/p21 signaling,Oligosaccharide G19 inhibits U-87 MG human glioma cells growth in vitro and in vivo by targeting epidermal growth factor (EGF) and activating p53/p21 signaling,H Liu,13,100.00%,100.00%
tructure and activities of a novel heteroxylan from Cassia obtusifolia seeds and its sulfated derivative,Structure and activities of a novel heteroxylan from Cassia obtusifolia seeds and its sulfated derivative,,21,93.33%,93.33%
"Structure and biological activities of an alginate from Sargassum fusiforme, and its sulfated derivative","Structure and biological activities of an alginate from Sargassum fusiforme, and its sulfated derivative",,13,100.00%,100.00%
A glucan isolated from flowers of Lonicera japonica Thunb,A glucan isolated from flowers of Lonicera japonica Thunb. Inhibits aggregation and neurotoxicity of Aβ 42,J Yao,25,100.00%,50.00%
tructure elucidation and immunomodulatory activity in vitro of a xylan from roots of Cudrania tricuspidata.,Structure elucidation and immunomodulatory activity in vitro of a xylan from roots of Cudrania tricuspidata,,9,86.67%,86.67%
Proteoglycans and Glycosaminoglycans in Misfolded Proteins Formation in Alzheimer’s Disease. Protein Pept,Proteoglycans and glycosaminoglycans in misfolded proteins formation in Alzheimer's disease,,2,33.33%,40.00%
"Inducement of Cytokine Release by GFPBW2, a Novel Polysaccharide from Fruit Bodies of Grifola frondosa, through Dectin-1 in Macrophages.","Inducement of cytokine release by GFPBW2, a novel polysaccharide from fruit bodies of Grifola frondosa, through dectin-1 in macrophages",,28,57.89%,57.89%
"WSS25 inhibits Dicer, downregulating microRNA-210 which targets Ephrin-A3, to suppress human microvascular endothelial cell (HMEC-1) tube formation","WSS25 inhibits Dicer, downregulating microRNA-210, which targets Ephrin-A3, to suppress human microvascular endothelial cell (HMEC-1) tube formation",H Qiu,16,94.12%,94.12%
Isolation and structural characterization of the polysaccharides of cortex mori radices,[CITATION][C] Isolation and Structural Characterization of the Polysaccharides of Cortex Mori radices,,0,54.55%,50.00%
MicroRNA-125a inhibits cell growth by targeting glypican-4,MicroRNA-125a inhibits cell growth by targeting glypican-4,,10,100.00%,100.00%
Isolation and structural characterization of the water-extractable polysaccharides from Cassia obtusifolia seeds,Isolation and structural characterization of the water-extractable polysaccharides from Cassia obtusifolia seeds,J Yao,21,100.00%,100.00%
